,EMD_KOR_NM_left,EMD_KOR_NM_right,type,소재지,경도,위도,geometry
0,연동,연동,emer,제주특별자치도 제주시 도령로 65,126.484919722369,33.4902661749243,POINT (126.484919722369 33.4902661749243)
1,아라일동,아라일동,emer,제주특별자치도 제주시 아란13길 15,126.545201028535,33.4672085209581,POINT (126.545201028535 33.4672085209581)
2,이도이동,이도이동,emer,제주특별자치도 제주시 연신로 52,126.546238571767,33.4962868079834,POINT (126.546238571767 33.4962868079834)
3,동홍동,동홍동,emer,제주특별자치도 서귀포시 장수로 47,126.562948872895,33.2559809912099,POINT (126.562948872895 33.2559809912099)
4,이호이동,이호이동,emer,제주특별자치도 제주시 월랑로 91,126.470480704295,33.4923211704292,POINT (126.470480704295 33.4923211704292)
5,삼도일동,삼도일동,emer,제주특별자치도 제주시 서광로 193,126.516729196278,33.5003915262127,POINT (126.516729196278 33.5003915262127)
6,연동,연동,emer,제주특별자치도 제주시 연북로 99 ,126.492005938839,33.4821139255537,POINT (126.492005938839 33.4821139255537)
7,삼도이동,삼도이동,emer,제주특별자치도 제주시 탑동로 24 ,126.522460881414,33.517560202795,POINT (126.522460881414 33.517560202795)
8,회수동,회수동,hotel,제주특별자치도 서귀포시 1100로 453-95,126.444618497938,33.2858507894235,POINT (126.444618497938 33.2858507894235)
9,하원동,하원동,hotel,제주특별자치도 서귀포시 1100로 501,126.456559491066,33.289778187496,POINT (126.456559491066 33.289778187496)
10,중문동,중문동,hotel,제주특별자치도 서귀포시 1100로 6,126.431903584078,33.2514487168738,POINT (126.431903584078 33.2514487168738)
11,토평동,토평동,hotel,제주특별자치도 서귀포시 516로 296,126.587218749742,33.2790671766401,POINT (126.587218749742 33.2790671766401)
12,토평동,토평동,hotel,제주특별자치도 서귀포시 516로277번길 45,126.581436643284,33.2793474532374,POINT (126.581436643284 33.2793474532374)
13,보목동,보목동,hotel,제주특별자치도 서귀포시 검은여로130번길 73,126.589634606266,33.2492577484853,POINT (126.589634606266 33.2492577484853)
14,하원동,하원동,hotel,제주특별자치도 서귀포시 구산봉로21번길 62,126.453531155668,33.2539280836047,POINT (126.453531155668 33.2539280836047)
15,강정동,강정동,hotel,제주특별자치도 서귀포시 김정문화로 15,126.506658454463,33.2523851686521,POINT (126.506658454463 33.2523851686521)
16,법환동,법환동,hotel,제주특별자치도 서귀포시 김정문화로 51,126.510294984645,33.2514240710323,POINT (126.510294984645 33.2514240710323)
17,강정동,강정동,hotel,제주특별자치도 서귀포시 김정문화로27번길 14-4,126.508345224108,33.2528717847008,POINT (126.508345224108 33.2528717847008)
18,강정동,강정동,hotel,제주특별자치도 서귀포시 김정문화로27번길 23-3,126.507950602442,33.2539317994981,POINT (126.507950602442 33.2539317994981)
19,강정동,강정동,hotel,제주특별자치도 서귀포시 김정문화로27번길 9-1,126.507548268061,33.2524815629392,POINT (126.507548268061 33.2524815629392)
20,법환동,법환동,hotel,제주특별자치도 서귀포시 김정문화로41번길 10-3,126.509781134443,33.2523369277521,POINT (126.509781134443 33.2523369277521)
21,법환동,법환동,hotel,제주특별자치도 서귀포시 김정문화로41번길 10-6,126.509782154435,33.2519044211997,POINT (126.509782154435 33.2519044211997)
22,서홍동,서홍동,hotel,제주특별자치도 서귀포시 남성로 117,126.552864365481,33.2423687581069,POINT (126.552864365481 33.2423687581069)
23,서홍동,서홍동,hotel,제주특별자치도 서귀포시 남성로115번길 2,126.55265569608,33.2425743009205,POINT (126.55265569608 33.2425743009205)
24,서홍동,서홍동,hotel,제주특별자치도 서귀포시 남성중로 135,126.553313860219,33.2434404286028,POINT (126.553313860219 33.2434404286028)
25,서홍동,서홍동,hotel,제주특별자치도 서귀포시 남성중로 147,126.553413276972,33.2448429113767,POINT (126.553413276972 33.2448429113767)
26,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 516로 918,126.601046700237,33.3257243222958,POINT (126.601046700237 33.3257243222958)
27,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 남원회관로 45,126.717826409932,33.278176906794,POINT (126.717826409932 33.278176906794)
28,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 남원회관로 73,126.720733825828,33.2790101787942,POINT (126.720733825828 33.2790101787942)
29,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 남조로 960,126.712464223483,33.3592182965721,POINT (126.712464223483 33.3592182965721)
30,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 남태해안로 141,126.720374877453,33.2782999676069,POINT (126.720374877453 33.2782999676069)
31,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 서성로 427,126.639048320689,33.3226815366493,POINT (126.639048320689 33.3226815366493)
32,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 서성로 459,126.638487909207,33.3295510824481,POINT (126.638487909207 33.3295510824481)
33,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 서성로 986-24,126.69830152501,33.3365029579497,POINT (126.69830152501 33.3365029579497)
34,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 서의로 40-6,126.710977638195,33.2960784699656,POINT (126.710977638195 33.2960784699656)
35,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 신례로 95,126.639013988332,33.2746330367648,POINT (126.639013988332 33.2746330367648)
36,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 신례로379번길 36-28,126.62103948682,33.2931275655674,POINT (126.62103948682 33.2931275655674)
37,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 신례중앙로 6,126.629284000857,33.2896366251932,POINT (126.629284000857 33.2896366251932)
38,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 원님로 473,126.749016043935,33.3450636475889,POINT (126.749016043935 33.3450636475889)
39,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 일주동로 6523,126.775166874867,33.3064196095494,POINT (126.775166874867 33.3064196095494)
40,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 중산간동로 6264,126.701597966465,33.3226712582174,POINT (126.701597966465 33.3226712582174)
41,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 6,126.629120807248,33.2827869216061,POINT (126.629120807248 33.2827869216061)
42,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태수로143번길 132-37,126.724437705833,33.2904962139332,POINT (126.724437705833 33.2904962139332)
43,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 108,126.658995704131,33.2744869446259,POINT (126.658995704131 33.2744869446259)
44,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 485,126.699412838995,33.2757839145482,POINT (126.699412838995 33.2757839145482)
45,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 522-12,126.702755961891,33.2736562562976,POINT (126.702755961891 33.2736562562976)
46,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 545,126.705237338259,33.2758113853875,POINT (126.705237338259 33.2758113853875)
47,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 551-5,126.705377439285,33.2762521648287,POINT (126.705377439285 33.2762521648287)
48,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 690-3,126.720469641471,33.2792156080034,POINT (126.720469641471 33.2792156080034)
49,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 706,126.72172971082,33.2796697019372,POINT (126.72172971082 33.2796697019372)
50,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로 984-7,126.749818162088,33.2879682504001,POINT (126.749818162088 33.2879682504001)
51,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로510번길 31-8,126.700047998458,33.2718202498156,POINT (126.700047998458 33.2718202498156)
52,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 태위로894번길 36,126.741379482382,33.2817917500578,POINT (126.741379482382 33.2817917500578)
53,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 하례망장포로 37,126.638339211127,33.2621983068218,POINT (126.638339211127 33.2621983068218)
54,남원읍,남원읍,hotel,제주특별자치도 서귀포시 남원읍 하례망장포로 39,126.63822755162,33.2620526389591,POINT (126.63822755162 33.2620526389591)
55,하예동,하예동,hotel,제주특별자치도 서귀포시 논짓물로 28,126.38740895201,33.2387588901331,POINT (126.38740895201 33.2387588901331)
56,하예동,하예동,hotel,제주특별자치도 서귀포시 논짓물로 45,126.386120735144,33.2396423493561,POINT (126.386120735144 33.2396423493561)
57,하예동,하예동,hotel,제주특별자치도 서귀포시 논짓물로 50,126.385972752481,33.2404899544898,POINT (126.385972752481 33.2404899544898)
58,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 가파로 271번길 14,126.268863525682,33.1725545562915,POINT (126.268863525682 33.1725545562915)
59,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 가파로67번길 9-4,126.272555585674,33.166424588229,POINT (126.272555585674 33.166424588229)
60,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 노을해안로 420,126.190433383456,33.257044922182,POINT (126.190433383456 33.257044922182)
61,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 도원로 89,126.179429287915,33.2789831286769,POINT (126.179429287915 33.2789831286769)
62,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,126.188916191995,33.25726503427,POINT (126.188916191995 33.25726503427)
63,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 상모로 210,126.266385819253,33.225415029898,POINT (126.266385819253 33.225415029898)
64,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 상모로289번길 16-7,126.25690764725,33.2228217261172,POINT (126.25690764725 33.2228217261172)
65,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 상모인성로 276,126.277431571346,33.2471690789795,POINT (126.277431571346 33.2471690789795)
66,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 신영로 102,126.253824523232,33.2210795673459,POINT (126.253824523232 33.2210795673459)
67,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 신영로 87-1,126.252321837347,33.2207950127909,POINT (126.252321837347 33.2207950127909)
68,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 신영로 93-3,126.25268332045,33.2209104273169,POINT (126.25268332045 33.2209104273169)
69,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 신영로36번길 35,126.247074965305,33.2198921419382,POINT (126.247074965305 33.2198921419382)
70,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2827,126.239275056189,33.2742992800625,POINT (126.239275056189 33.2742992800625)
71,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2829,126.239137659614,33.2743867965442,POINT (126.239137659614 33.2743867965442)
72,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2833,126.23888672975,33.2743845392196,POINT (126.23888672975 33.2743845392196)
73,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835,126.238754180769,33.274284460885,POINT (126.238754180769 33.274284460885)
74,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-1,126.238857079064,33.2741649069435,POINT (126.238857079064 33.2741649069435)
75,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-11,126.239265175165,33.2739039557918,POINT (126.239265175165 33.2739039557918)
76,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-15,126.238983734126,33.273744271979,POINT (126.238983734126 33.273744271979)
77,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-3,126.239256781692,33.2741415676144,POINT (126.239256781692 33.2741415676144)
78,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-5,126.23917396779,33.2740122214047,POINT (126.23917396779 33.2740122214047)
79,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-7,126.238976684519,33.2740001044381,POINT (126.238976684519 33.2740001044381)
80,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 중산간서로 2835-9,126.238864469022,33.2739070028923,POINT (126.238864469022 33.2739070028923)
81,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로 44,126.252112247297,33.2166705804319,POINT (126.252112247297 33.2166705804319)
82,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로 46,126.252090841693,33.2164885059251,POINT (126.252090841693 33.2164885059251)
83,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로 5,126.252366800262,33.2200867945916,POINT (126.252366800262 33.2200867945916)
84,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 11,126.250915837134,33.2177381979601,POINT (126.250915837134 33.2177381979601)
85,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,126.250722056654,33.2177324329233,POINT (126.250722056654 33.2177324329233)
86,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 15,126.250535212424,33.2177434793933,POINT (126.250535212424 33.2177434793933)
87,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 추사로36번길 48,126.282485661321,33.2529404387856,POINT (126.282485661321 33.2529404387856)
88,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 평화로 225,126.29536973388,33.2669786361656,POINT (126.29536973388 33.2669786361656)
89,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모상가로 18-1,126.250781201717,33.2214275136479,POINT (126.250781201717 33.2214275136479)
90,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모이삼로52번길 14,126.253739370473,33.2225806948363,POINT (126.253739370473 33.2225806948363)
91,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모중앙로 46-6,126.251765598515,33.2245426526455,POINT (126.251765598515 33.2245426526455)
92,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모중앙로 79,126.252190688981,33.2211304364718,POINT (126.252190688981 33.2211304364718)
93,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모항구로 70,126.251395570743,33.2196479995352,POINT (126.251395570743 33.2196479995352)
94,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 하모항구로6번길 5,126.251546108355,33.2166449063311,POINT (126.251546108355 33.2166449063311)
95,대정읍,대정읍,hotel,제주특별자치도 서귀포시 대정읍 형제해안로 260,126.291810242601,33.2114355401398,POINT (126.291810242601 33.2114355401398)
96,대포동,대포동,hotel,제주특별자치도 서귀포시 대포동서로 63-19,126.438630079294,33.2407640025023,POINT (126.438630079294 33.2407640025023)
97,대포동,대포동,hotel,제주특별자치도 서귀포시 대포동서로 63-20,126.437997399994,33.2409751911431,POINT (126.437997399994 33.2409751911431)
98,대포동,대포동,hotel,제주특별자치도 서귀포시 대포연대로 50,126.431315643833,33.2401479655531,POINT (126.431315643833 33.2401479655531)
99,상효동,상효동,hotel,제주특별자치도 서귀포시 돈내코로 178,126.578685068701,33.302786540524,POINT (126.578685068701 33.302786540524)
100,상효동,상효동,hotel,제주특별자치도 서귀포시 돈내코로 180,126.578504215518,33.3029060234627,POINT (126.578504215518 33.3029060234627)
101,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동문동로 13-1,126.566341628968,33.2500526601723,POINT (126.566341628968 33.2500526601723)
102,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동문동로 3,126.567295723827,33.2495912830335,POINT (126.567295723827 33.2495912830335)
103,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동문로 36,126.564463348845,33.2504777971231,POINT (126.564463348845 33.2504777971231)
104,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동문로 42,126.564970559352,33.2500952975393,POINT (126.564970559352 33.2500952975393)
105,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동문로 54,126.566051252953,33.2495100379183,POINT (126.566051252953 33.2495100379183)
106,동홍동,동홍동,hotel,제주특별자치도 서귀포시 동홍동 2051,126.556287608813,33.2855433872989,POINT (126.556287608813 33.2855433872989)
107,서귀동,서귀동,hotel,제주특별자치도 서귀포시 동홍로 7,126.567424651419,33.2493848073306,POINT (126.567424651419 33.2493848073306)
108,법환동,법환동,hotel,제주특별자치도 서귀포시 막숙포로 100,126.511650532552,33.233590767769,POINT (126.511650532552 33.233590767769)
109,법환동,법환동,hotel,제주특별자치도 서귀포시 막숙포로 114,126.510252378014,33.2328758686727,POINT (126.510252378014 33.2328758686727)
110,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 11,126.563197026881,33.2473236002681,POINT (126.563197026881 33.2473236002681)
111,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 13-3,126.563436187853,33.2475436263964,POINT (126.563436187853 33.2475436263964)
112,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 30,126.565028116214,33.2473796074035,POINT (126.565028116214 33.2473796074035)
113,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 4,126.562596240119,33.24680431347,POINT (126.562596240119 33.24680431347)
114,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 43-5,126.566356100631,33.2478177488115,POINT (126.566356100631 33.2478177488115)
115,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 43-7,126.566325894477,33.2478937411199,POINT (126.566325894477 33.2478937411199)
116,서귀동,서귀동,hotel,제주특별자치도 서귀포시 명동로 46,126.566847661689,33.2472529671466,POINT (126.566847661689 33.2472529671466)
117,보목동,보목동,hotel,제주특별자치도 서귀포시 문필로35번길 46,126.593486787115,33.2411988063511,POINT (126.593486787115 33.2411988063511)
118,법환동,법환동,hotel,제주특별자치도 서귀포시 법환상로2번길 58,126.51446982874,33.244713663849,POINT (126.51446982874 33.244713663849)
119,법환동,법환동,hotel,제주특별자치도 서귀포시 법환상로2번길 97-17,126.512016897477,33.2470167405054,POINT (126.512016897477 33.2470167405054)
120,보목동,보목동,hotel,제주특별자치도 서귀포시 보목로64번길 178,126.590540213465,33.2444159941835,POINT (126.590540213465 33.2444159941835)
121,보목동,보목동,hotel,제주특별자치도 서귀포시 보목로70번길 3,126.602793259239,33.2394568935633,POINT (126.602793259239 33.2394568935633)
122,서귀동,서귀동,hotel,제주특별자치도 서귀포시 부두로 44,126.564342195566,33.2413292453728,POINT (126.564342195566 33.2413292453728)
123,영남동,영남동,hotel,제주특별자치도 서귀포시 산록남로 1966-34,126.496097584808,33.2887737465342,POINT (126.496097584808 33.2887737465342)
124,토평동,토평동,hotel,제주특별자치도 서귀포시 산록남로 2704,126.572938935589,33.2962842527692,POINT (126.572938935589 33.2962842527692)
125,상효동,상효동,hotel,제주특별자치도 서귀포시 산록남로 2917,126.587280206738,33.3112499782389,POINT (126.587280206738 33.3112499782389)
126,상예동,상예동,hotel,제주특별자치도 서귀포시 상예로 262,126.39476482458,33.2679311133235,POINT (126.39476482458 33.2679311133235)
127,상효동,상효동,hotel,제주특별자치도 서귀포시 상효로 74-10,126.599251636959,33.2666380176884,POINT (126.599251636959 33.2666380176884)
128,색달동,색달동,hotel,제주특별자치도 서귀포시 색달로 117,126.41564261993,33.2625794386379,POINT (126.41564261993 33.2625794386379)
129,색달동,색달동,hotel,제주특별자치도 서귀포시 색달로 18,126.406497805552,33.2595323789253,POINT (126.406497805552 33.2595323789253)
130,색달동,색달동,hotel,제주특별자치도 서귀포시 색달중앙로 19,126.4131372242,33.2574374192792,POINT (126.4131372242 33.2574374192792)
131,색달동,색달동,hotel,제주특별자치도 서귀포시 색달중앙로 38,126.413963378095,33.2585732100881,POINT (126.413963378095 33.2585732100881)
132,색달동,색달동,hotel,제주특별자치도 서귀포시 색달중앙로252번길 124,126.41421493541,33.288115384057,POINT (126.41421493541 33.288115384057)
133,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로 42-1,126.557526058418,33.2494805402382,POINT (126.557526058418 33.2494805402382)
134,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로 45,126.557782803032,33.2489987206627,POINT (126.557782803032 33.2489987206627)
135,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로 58,126.55679249847,33.2484405126413,POINT (126.55679249847 33.2484405126413)
136,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로28번길 4,126.558700821896,33.2506617922455,POINT (126.558700821896 33.2506617922455)
137,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로28번길 6,126.558513561078,33.2508339700816,POINT (126.558513561078 33.2508339700816)
138,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로29번길 11,126.559293049048,33.2493808727263,POINT (126.559293049048 33.2493808727263)
139,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로38번길 6,126.558257897294,33.250204896656,POINT (126.558257897294 33.250204896656)
140,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로41번길 21-1,126.560152550879,33.249450636101,POINT (126.560152550879 33.249450636101)
141,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로41번길 23,126.560337403024,33.249458232277,POINT (126.560337403024 33.249458232277)
142,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문로41번길 4,126.55825043093,33.249129495965,POINT (126.55825043093 33.249129495965)
143,서귀동,서귀동,hotel,제주특별자치도 서귀포시 서문서로 10,126.556264144351,33.2483091545694,POINT (126.556264144351 33.2483091545694)
144,서호동,서호동,hotel,제주특별자치도 서귀포시 서호중로 47,126.51835193546,33.2546201583405,POINT (126.51835193546 33.2546201583405)
145,서호동,서호동,hotel,제주특별자치도 서귀포시 서호중로 55,126.519264988937,33.2544769965552,POINT (126.519264988937 33.2544769965552)
146,서호동,서호동,hotel,제주특별자치도 서귀포시 서호중로 65,126.520072385124,33.2543641658308,POINT (126.520072385124 33.2543641658308)
147,서호동,서호동,hotel,제주특별자치도 서귀포시 서호중앙로 84,126.520016497394,33.2545563574258,POINT (126.520016497394 33.2545563574258)
148,서호동,서호동,hotel,제주특별자치도 서귀포시 서호호근로46번길 68,126.528838465622,33.2484234980024,POINT (126.528838465622 33.2484234980024)
149,서홍동,서홍동,hotel,제주특별자치도 서귀포시 서홍로 102,126.553280149995,33.2571529235123,POINT (126.553280149995 33.2571529235123)
150,강정동,강정동,hotel,제주특별자치도 서귀포시 선반로 54,126.499557800623,33.2416968571055,POINT (126.499557800623 33.2416968571055)
151,강정동,강정동,hotel,제주특별자치도 서귀포시 선반로65번길 69,126.496576715956,33.2372117589299,POINT (126.496576715956 33.2372117589299)
152,성산읍,성산읍,hotel,제주특별자치도 서귀포시 성산읍 고성오조로 87-3,126.913975125379,33.4512412929303,POINT (126.913975125379 33.4512412929303)
153,성산읍,성산읍,hotel,제주특별자치도 서귀포시 성산읍 고성오조로 94,126.914524751646,33.4521040640047,POINT (126.914524751646 33.4521040640047)
154,성산읍,성산읍,hotel,제주특별자치도 서귀포시 성산읍 고성오조로 94,126.914524751646,33.4521040640047,POINT (126.914524751646 33.4521040640047)
155,성산읍,성산읍,hotel,제주특별자치도 서귀포시 성산읍 금백조로 85,126.864001590848,33.4385818363164,POINT (126.864001590848 33.4385818363164)
